Roll Year,Jurisdiction,Roll Number (Formatted),Mailing Address Line 6,Situs Unit Number,Situs Street Address,Previous Roll Value,Actual Value Land Total,Actual Value Impr Total,Actual Value Total
2023,District of Oak Bay,09-3146-00,V6J 2H5,,2106 SUTHERLAND,1361000,1208000,265000,1473000
2023,District of Oak Bay,09-3146-00,V6J 2H5,,2106 SUTHERLAND,1361000,1208000,265000,1473000
2023,District of Oak Bay,09-3147-00,V8S 3A1,,2112 SUTHERLAND,1250000,1208000,572000,1780000
2023,District of Oak Bay,09-3148-00,V8S 3A1,,2116 SUTHERLAND,1334000,1209000,203000,1412000
2023,District of Oak Bay,09-3149-00,V8S 3A1,,2120 SUTHERLAND,1415000,1220000,309000,1529000
2023,District of Oak Bay,09-3150-00,V8S 2Z9,,2109 SUTHERLAND,1335000,1316000,126000,1442000
2023,District of Oak Bay,09-3151-00,V8S 2Z9,,2101 SUTHERLAND,1290100,1322000,65500,1387500
2023,District of Oak Bay,09-3151-00,V8S 2Z9,,2101 SUTHERLAND,1290100,1322000,65500,1387500
2023,District of Oak Bay,09-3152-00,V8S 4M3,,1031 FALKLAND,1605000,1329000,410000,1739000
2023,District of Oak Bay,09-3153-00,V8S 4M3,,1023 FALKLAND,1415000,1335000,215000,1550000
2023,District of Oak Bay,09-3154-00,V8S 4M3,,1015 FALKLAND,1472000,1341000,228000,1569000
2023,District of Oak Bay,09-3155-00,V8S 4M3,,1009 FALKLAND,1375000,1280000,225000,1505000
2023,District of Oak Bay,09-3156-00,V8S 4N8,,1050 VICTORIA,1369000,1159000,318000,1477000
2023,District of Oak Bay,09-3157-00,V8S 2Z9,,2113 SUTHERLAND,1123500,1141000,69200,1210200
2023,District of Oak Bay,09-3158-01,V8E 0A8,,2111 SUTHERLAND,1697000,1086000,758000,1844000
2023,District of Oak Bay,09-3158-01,V8S 2Z9,,2111 SUTHERLAND,1697000,1086000,758000,1844000
2023,District of Oak Bay,09-3159-00,V8S 4N8,,1036 VICTORIA,1375000,1329000,147000,1476000
2023,District of Oak Bay,09-3160-00,V0R 2P2,,1028 VICTORIA,1550000,1335000,347000,1682000
2023,District of Oak Bay,09-3161-00,V8S 2Y2,,2122 MCNEILL,1245000,1067000,272000,1339000
2023,District of Oak Bay,09-3162-00,V8S 4N8,,1016 VICTORIA,1191000,1163000,126000,1289000
2023,District of Oak Bay,09-3163-00,V8S 2Y2,,2130 MCNEILL,1198000,1109000,177000,1286000
2023,District of Oak Bay,09-3164-00,V8R 2E5,,2363 BOWKER,1320000,1097000,331000,1428000
2023,District of Oak Bay,09-3165-00,V8R 2E5,,2373 BOWKER,1326000,1093000,340000,1433000
2023,District of Oak Bay,09-3166-00,V8R 5T8,,1958 HAMPSHIRE,1392000,1199000,313000,1512000
2023,District of Oak Bay,09-3167-01,V8R 5T8,,1936 HAMPSHIRE,2200000,1718000,687000,2405000
2023,District of Oak Bay,09-3168-00,V8R 5T8,,1910 HAMPSHIRE,1322000,1259000,188000,1447000
2023,District of Oak Bay,09-3169-00,V8R 5T8,,1900 HAMPSHIRE,1156000,1139000,119000,1258000
2023,District of Oak Bay,09-3170-00,V8R 5T8,,1894 HAMPSHIRE,1181000,1139000,173000,1312000
2023,District of Oak Bay,09-3171-00,V8R 5T8,,1882 HAMPSHIRE,1373000,1139000,352000,1491000
2023,District of Oak Bay,09-3172-00,V8R 5T8,,1868 HAMPSHIRE,1342000,1139000,330000,1469000
2023,District of Oak Bay,09-3173-00,V8R 5T8,,1852 HAMPSHIRE,1207000,1139000,174000,1313000
2023,District of Oak Bay,09-3174-00,V8R 5T8,,1838 HAMPSHIRE,1166000,1139000,129000,1268000
2023,District of Oak Bay,09-3175-00,V8R 1Z4,,2378 CRANMORE,1160000,1121000,144000,1265000
2023,District of Oak Bay,09-3176-00,V8R 1Z4,,2390 CRANMORE,1304000,1152000,278000,1430000
2023,District of Oak Bay,09-3177-00,V8R 1Z7,,2418 CRANMORE,1267000,1138000,250000,1388000
2023,District of Oak Bay,09-3178-00,V8R 1Z7,,2434 CRANMORE,1296000,1132000,323000,1455000
2023,District of Oak Bay,09-3179-00,V8R 1Z7,,2444 CRANMORE,1141000,1125000,113000,1238000
2023,District of Oak Bay,09-3180-00,V8R 5T9,,1839 HAMPSHIRE,1331000,1303000,137000,1440000
2023,District of Oak Bay,09-3181-01,V8R 5T9,,1845 HAMPSHIRE,1615000,1305000,478000,1783000
2023,District of Oak Bay,09-3181-02,V8R 5T9,,1853 HAMPSHIRE,1429000,1305000,255000,1560000
2023,District of Oak Bay,09-3182-00,V8R 5T9,,1881 HAMPSHIRE,1384000,1305000,209000,1514000
2023,District of Oak Bay,09-3183-00,V8R 5T9,,1903 HAMPSHIRE,1752000,1598000,307000,1905000
2023,District of Oak Bay,09-3184-00,V8R 6C5,,1917 HAMPSHIRE,1834000,1443000,551000,1994000
2023,District of Oak Bay,09-3185-00,V8R 5T9,,1931 HAMPSHIRE,1401000,1305000,213000,1518000
2023,District of Oak Bay,09-3186-00,V8R 5T9,,1957 HAMPSHIRE,1716000,1305000,584000,1889000
2023,District of Oak Bay,09-3187-00,V8R 5T9,,1959 HAMPSHIRE,1324000,1266000,173000,1439000
2023,District of Oak Bay,09-3188-00,V8R 5T9,,1989 HAMPSHIRE,1115000,1036000,181000,1217000
2023,District of Oak Bay,09-3189-00,V8R 2E7,,2431 BOWKER,1138000,1066000,173000,1239000
2023,District of Oak Bay,09-3190-00,V8R 2E7,,2447 BOWKER,1175000,1064000,210000,1274000
2023,District of Oak Bay,09-3191-00,V8S 4N5,,893 VICTORIA,2118000,1089000,1259000,2348000
2023,District of Oak Bay,09-3192-00,V8S 4N5,,901 VICTORIA,1124000,1089000,112000,1201000
2023,District of Oak Bay,09-3193-00,V8S 4N5,,913 VICTORIA,1207000,1089000,201000,1290000
2023,District of Oak Bay,09-3194-00,V8S 2W7,,2173 PENTLAND,1376000,1263000,218000,1481000
2023,District of Oak Bay,09-3195-00,V8S 2W7,,2175 PENTLAND,1302000,1273000,123000,1396000
2023,District of Oak Bay,09-3196-00,V8S 2W7,,2179 PENTLAND,1308000,1273000,130000,1403000
2023,District of Oak Bay,09-3197-00,V8S 2W7,,2187 PENTLAND,1415000,1273000,236000,1509000
2023,District of Oak Bay,09-3198-00,V8S 4S6,,920 HAMPSHIRE,1670000,1273000,584000,1857000
2023,District of Oak Bay,09-3198-00,V8S 4S6,,920 HAMPSHIRE,1670000,1273000,584000,1857000
2023,District of Oak Bay,09-3199-00,V8S 4S6,,902 HAMPSHIRE,1413000,1273000,256000,1529000
2023,District of Oak Bay,09-3199-00,V8S 4S6,,902 HAMPSHIRE,1413000,1273000,256000,1529000
2023,District of Oak Bay,09-3200-00,V8S 4S5,,868 HAMPSHIRE,1318000,1273000,142000,1415000
2023,District of Oak Bay,09-3200-00,V8S 4S5,,868 HAMPSHIRE,1318000,1273000,142000,1415000
2023,District of Oak Bay,09-3201-00,V8S 4S5,,836 HAMPSHIRE,1332000,1273000,152000,1425000
2023,District of Oak Bay,09-3202-00,V8S 2W3,,2191 SMYTHE,1366000,1273000,184000,1457000
2023,District of Oak Bay,09-3203-00,V8S 2W3,,2177 SMYTHE,1333000,1273000,161000,1434000
2023,District of Oak Bay,09-3204-00,V8S 2W3,,2171 SMYTHE,1380000,1273000,207000,1480000
2023,District of Oak Bay,09-3205-00,V8S 2W3,,2167 SMYTHE,1321000,1263000,20400,1283400
2023,District of Oak Bay,09-3206-00,V8S 4N4,,857 VICTORIA,1611000,1364000,356000,1720000
2023,District of Oak Bay,09-3207-00,V8S 4N4,,867 VICTORIA,1446000,1057000,810000,1867000
2023,District of Oak Bay,09-3208-00,V8S 4T5,,1395 HAMPSHIRE,2437000,1262000,1464000,2726000
2023,District of Oak Bay,09-3209-00,V8S 4T5,,1385 HAMPSHIRE,1342000,1303000,161000,1464000
2023,District of Oak Bay,09-3210-00,V8S 3G9,,2224 HAMPSHIRE,1577000,1451000,268000,1719000
2023,District of Oak Bay,09-3211-00,V8S 3G9,,2230 HAMPSHIRE,1114000,995000,229000,1224000
2023,District of Oak Bay,09-3211-00,V8S 3G9,,2230 HAMPSHIRE,1114000,995000,229000,1224000
2023,District of Oak Bay,09-3212-00,V8S 3G9,,2236 HAMPSHIRE,1034000,978000,150000,1128000
2023,District of Oak Bay,09-3213-00,V8S 4W1,,1400 MONTEREY,1398000,1177000,330000,1507000
2023,District of Oak Bay,09-3214-00,V8S 4W1,,1388 MONTEREY,1790000,1212000,676000,1888000
2023,District of Oak Bay,09-3215-00,V8S 4W1,,1376 MONTEREY,1261000,1212000,164000,1376000
2023,District of Oak Bay,09-3216-00,,,2201 OAK BAY,6294000,2699000,4171000,6870000
2023,District of Oak Bay,09-3216-00,V8R 6T2,,2201 OAK BAY,6294000,2699000,4171000,6870000
2023,District of Oak Bay,09-3216-00,V4T 1N1,,2201 OAK BAY,6294000,2699000,4171000,6870000
2023,District of Oak Bay,09-3216-00,V4T 1N1,,2201 OAK BAY,6294000,2699000,4171000,6870000
2023,District of Oak Bay,09-3216-00,V8R 6T2,,2201 OAK BAY,6294000,2699000,4171000,6870000
2023,District of Oak Bay,09-3216-00,,,2201 OAK BAY,6294000,2699000,4171000,6870000
2023,District of Oak Bay,09-3217-00,V8W 1R6,,1455 HAMPSHIRE,1443500,1425000,24900,1449900
2023,District of Oak Bay,09-3222-00,V8R 5W1,,1986 ST. ANN,1416000,1236000,319000,1555000
2023,District of Oak Bay,09-3223-00,V8R 5W1,,1972 ST. ANN,1458000,1235000,369000,1604000
2023,District of Oak Bay,09-3224-00,V8R 5W1,,1960 ST. ANN,1596000,1234000,522000,1756000
2023,District of Oak Bay,09-3225-00,V8R 5W1,,1946 ST. ANN,1550000,1234000,468000,1702000
2023,District of Oak Bay,09-3226-00,,,1932 ST. ANN,1525000,1233000,424000,1657000
2023,District of Oak Bay,09-3227-00,V8R 5W1,,1920 ST. ANN,1363000,1232000,250000,1482000
2023,District of Oak Bay,09-3228-00,V8R 5W1,,1906 ST. ANN,1538000,1232000,415000,1647000
2023,District of Oak Bay,09-3229-00,V8R 5W1,,1894 ST. ANN,1254000,1230000,131000,1361000
2023,District of Oak Bay,09-3230-00,V8R 5W1,,1880 ST. ANN,1487000,1230000,394000,1624000
2023,District of Oak Bay,09-3231-00,V8R 5W1,,1866 ST. ANN,1387000,1230000,325000,1555000
2023,District of Oak Bay,09-3232-00,V8R 5W1,,1854 ST. ANN,1441000,1229000,352000,1581000
2023,District of Oak Bay,09-3233-00,V8R 5W1,,1840 ST. ANN,1466000,1228000,374000,1602000
2023,District of Oak Bay,09-3234-00,V8R 5W1,,1828 ST. ANN,1422000,1230000,311000,1541000
2023,District of Oak Bay,09-3235-00,V8R 5W1,,1812 ST. ANN,1527000,1228000,450000,1678000
2023,District of Oak Bay,09-3236-00,V8S 4S3,,915 HAMPSHIRE,1752000,1205000,1331000,2536000
2023,District of Oak Bay,09-3236-00,V8S 4S3,,915 HAMPSHIRE,1752000,1205000,1331000,2536000
2023,District of Oak Bay,09-3237-00,V8S 4S3,,901 HAMPSHIRE,2198000,1205000,1221000,2426000
2023,District of Oak Bay,09-3238-00,V8S 4S3,,889 HAMPSHIRE,1287000,1205000,199000,1404000
2023,District of Oak Bay,09-3239-00,V8S 4S3,,875 HAMPSHIRE,1297000,1204000,185000,1389000
2023,District of Oak Bay,09-3240-00,V8S 4S3,,867 HAMPSHIRE,1285000,1205000,200000,1405000
2023,District of Oak Bay,09-3241-00,V8S 4S3,,855 HAMPSHIRE,1264000,1204000,145000,1349000
2023,District of Oak Bay,09-3242-00,V8S 4V2,,866 MONTEREY,1283000,1145000,219000,1364000
2023,District of Oak Bay,09-3243-00,V8S 4V2,,874 MONTEREY,1325000,1169000,251000,1420000
2023,District of Oak Bay,09-3244-00,V8S 2P7,,880 MONTEREY,1266000,1168000,220000,1388000
2023,District of Oak Bay,09-3245-00,V8S 4V2,,890 MONTEREY,1351000,1168000,278000,1446000
2023,District of Oak Bay,09-3246-00,V8S 4V2,,902 MONTEREY,1273000,1168000,224000,1392000
2023,District of Oak Bay,09-3247-00,,,916 MONTEREY,1428000,1169000,310000,1479000
2023,District of Oak Bay,09-3248-00,V8S 4Y7,,1053 ST. DAVID,1277600,1268000,104000,1372000
2023,District of Oak Bay,09-3249-00,V8S 4Y7,,1047 ST. DAVID,1256800,1269000,87800,1356800
2023,District of Oak Bay,09-3250-00,V8S 4Y7,,1039 ST. DAVID,1399000,1268000,232000,1500000
2023,District of Oak Bay,09-3251-00,V8S 4Y7,,1031 ST. DAVID,1334000,1268000,155000,1423000
2023,District of Oak Bay,09-3252-00,V8S 4Y7,,1023 ST. DAVID,1412000,1268000,246000,1514000
2023,District of Oak Bay,09-3253-00,V8S 4Y7,,1017 ST. DAVID,1305000,1269000,130000,1399000
2023,District of Oak Bay,09-3254-00,V8S 4Y7,,1009 ST. DAVID,1514000,1148000,521000,1669000
2023,District of Oak Bay,09-3255-00,V8S 5A2,,1064 TRANSIT,1627000,1207000,580000,1787000
2023,District of Oak Bay,09-3256-00,V8R 3E4,,1060 TRANSIT,1370000,1206000,248000,1454000
2023,District of Oak Bay,09-3257-00,V8S 5A2,,1048 TRANSIT,1196200,1206000,82900,1288900
2023,District of Oak Bay,09-3258-00,V8S 5A2,,1036 TRANSIT,1517000,1409000,216000,1625000
2023,District of Oak Bay,09-3259-00,V8S 5A2,,1024 TRANSIT,1447000,1397000,151000,1548000
2023,District of Oak Bay,09-3260-00,V8S 5A2,,1018 TRANSIT,1260000,1130000,232000,1362000
2023,District of Oak Bay,09-3260-05,V8S 5A2,,1010 TRANSIT,1108000,1008000,188000,1196000
2023,District of Oak Bay,09-3261-00,V8S 2M2,,308 BEACH,1869000,1881000,298000,2179000
2023,District of Oak Bay,09-3262-00,V5C 1R4,,320 BEACH,1610000,1740000,128000,1868000
2023,District of Oak Bay,09-3263-00,V8S 4T8,,437 MONTEREY,2585000,1566000,1329000,2895000
2023,District of Oak Bay,09-3264-00,V8S 4T8,,447 MONTEREY,1791000,1441000,491000,1932000
2023,District of Oak Bay,09-3265-00,V8S 4T8,,453 MONTEREY,1567000,1316000,367000,1683000
2023,District of Oak Bay,09-3266-00,V8S 4T8,,469 MONTEREY,2592000,1316000,1578000,2894000
2023,District of Oak Bay,09-3267-00,V8R 2A1,,2645 CRANMORE,1455000,1368000,208000,1576000
2023,District of Oak Bay,09-3268-00,V8R 2A1,,2657 CRANMORE,1608000,1597000,173000,1770000
2023,District of Oak Bay,09-3270-00,V8R 6J2,,1790 BEACH,2591000,2018000,825000,2843000
2023,District of Oak Bay,09-3276-00,V8S 3A3,,2555 MARGATE,1482000,1217000,385000,1602000
2023,District of Oak Bay,09-3277-00,V8S 3A3,,2559 MARGATE,1258000,1217000,133000,1350000
2023,District of Oak Bay,09-3278-00,V8S 3A3,,2565 MARGATE,1525000,1217000,443000,1660000
2023,District of Oak Bay,09-3279-00,V8S 3A3,,2575 MARGATE,1266000,1217000,140000,1357000
2023,District of Oak Bay,09-3280-00,V8S 5E1,,1006 NEWPORT,1912000,1600000,461000,2061000
2023,District of Oak Bay,09-3280-00,V8S 5E1,,1006 NEWPORT,1912000,1600000,461000,2061000
2023,District of Oak Bay,09-3284-00,V8R 5V9,,1955 ST. ANN,1318000,1156000,282000,1438000
2023,District of Oak Bay,09-3285-00,V8R 5V9,,1941 ST. ANN,1233000,1163000,178000,1341000
2023,District of Oak Bay,09-3286-00,V8R 5V9,,1927 ST. ANN,1211000,1171000,167000,1338000
2023,District of Oak Bay,09-3287-00,V8R 5V9,,1915 ST. ANN,1219000,1179000,146000,1325000
2023,District of Oak Bay,09-3288-00,V8R 5V9,,1899 ST. ANN,1212000,1187000,147000,1334000
2023,District of Oak Bay,09-3289-00,V8R 5V9,,1885 ST. ANN,1252000,1195000,195000,1390000
2023,District of Oak Bay,09-3290-00,V8R 5V9,,1875 ST. ANN,1311000,1202000,225000,1427000
2023,District of Oak Bay,09-3291-00,V8R 5V9,,1871 ST. ANN,1393000,1209000,318000,1527000
2023,District of Oak Bay,09-3292-00,V8R 5V9,,1841 ST. ANN,1326000,1217000,254000,1471000
2023,District of Oak Bay,09-3293-00,V8R 5V9,,1827 ST. ANN,1241000,1224000,141000,1365000
2023,District of Oak Bay,09-3294-00,V8R 5V9,,1815 ST. ANN,1394000,1231000,300000,1531000
2023,District of Oak Bay,09-3295-00,V8R 5W8,,1814 LULIE,1245000,1235000,140000,1375000
2023,District of Oak Bay,09-3296-00,V8R 5W8,,1828 LULIE,1310000,1235000,221000,1456000
2023,District of Oak Bay,09-3297-00,V8R 5W8,,1842 LULIE,1312000,1235000,201000,1436000
2023,District of Oak Bay,09-3298-00,V8R 5W8,,1856 LULIE,1283000,1235000,156000,1391000
2023,District of Oak Bay,09-3299-00,V8R 5W8,,1870 LULIE,1342000,1235000,259000,1494000
2023,District of Oak Bay,09-3300-00,V8R 5W8,,1884 LULIE,1419000,1235000,318000,1553000
2023,District of Oak Bay,09-3301-00,V8R 5W8,,1898 LULIE,1311000,1235000,203000,1438000
2023,District of Oak Bay,09-3302-00,V8R 5W8,,1914 LULIE,1250000,1235000,129000,1364000
2023,District of Oak Bay,09-3303-00,V8R 5W8,,1918 LULIE,1233600,1235000,106000,1341000
2023,District of Oak Bay,09-3304-00,V8R 5W8,,1930 LULIE,2353000,1234000,1445000,2679000
2023,District of Oak Bay,09-3305-00,V8R 5W8,,1956 LULIE,1286000,1235000,163000,1398000
2023,District of Oak Bay,09-3306-00,V8R 2E9,,2561 BOWKER,1307000,1246000,146000,1392000
2023,District of Oak Bay,09-3306-00,V8R 5N4,,2561 BOWKER,1307000,1246000,146000,1392000
2023,District of Oak Bay,09-3307-00,V8Z 1W2,,2569 BOWKER,1250000,1236000,126000,1362000
2023,District of Oak Bay,09-3308-00,V8R 5W9,,1953 LULIE,1304000,1219000,209000,1428000
2023,District of Oak Bay,09-3309-00,V8R 5W9,,1939 LULIE,1233000,1219000,138000,1357000
2023,District of Oak Bay,09-3310-00,V8R 5W9,,1925 LULIE,1201800,1219000,100000,1319000
2023,District of Oak Bay,09-3311-00,V8R 5W9,,1911 LULIE,1353000,1219000,254000,1473000
2023,District of Oak Bay,09-3312-00,V8R 5W9,,1897 LULIE,1219200,1220000,105000,1325000
2023,District of Oak Bay,09-3313-00,V8R 5W9,,1883 LULIE,1824000,1220000,831000,2051000
2023,District of Oak Bay,09-3314-00,V8R 5W9,,1869 LULIE,1416000,1220000,333000,1553000
2023,District of Oak Bay,09-3315-00,V8R 5W9,,1855 LULIE,1249000,1220000,137000,1357000
2023,District of Oak Bay,09-3316-00,V8R 5W9,,1841 LULIE,1486000,1220000,427000,1647000
2023,District of Oak Bay,09-3317-00,V8R 5W9,,1827 LULIE,1374000,1220000,290000,1510000
2023,District of Oak Bay,09-3318-00,V8R 5W9,,1813 LULIE,1280000,1220000,189000,1409000
2023,District of Oak Bay,09-3319-00,V8R 5X5,,1814 MONTEITH,1464000,1184000,431000,1615000
2023,District of Oak Bay,09-3320-00,V8R 5X5,,1828 MONTEITH,1291000,1184000,281000,1465000
2023,District of Oak Bay,09-3321-00,V8R 5X5,,1842 MONTEITH,1187300,1184000,122000,1306000
2023,District of Oak Bay,09-3322-00,V8R 5X5,,1856 MONTEITH,1290000,1184000,224000,1408000
2023,District of Oak Bay,09-3323-00,V8R 5X5,,1870 MONTEITH,1221000,1184000,166000,1350000
2023,District of Oak Bay,09-3324-00,V8R 5X5,,1884 MONTEITH,1202000,1184000,139000,1323000
2023,District of Oak Bay,09-3325-00,V0N 2M0,,1898 MONTEITH,1213000,1184000,152000,1336000
2023,District of Oak Bay,09-3326-00,V8R 5X5,,1912 MONTEITH,1145900,1184000,70300,1254300
2023,District of Oak Bay,09-3327-00,V8R 5X5,,1926 MONTEITH,1232000,1184000,175000,1359000
2023,District of Oak Bay,09-3328-00,V8R 5X5,,1940 MONTEITH,1200000,1184000,136000,1320000
2023,District of Oak Bay,09-3328-00,V8R 5T6,,1940 MONTEITH,1200000,1184000,136000,1320000
2023,District of Oak Bay,09-3329-10,V8R 5X5,,1954 MONTEITH,2506000,1184000,1605000,2789000
2023,District of Oak Bay,09-3330-00,V8R 2E9,,2579 BOWKER,1314000,1158000,315000,1473000
2023,District of Oak Bay,09-3331-00,V8R 2E9,,2589 BOWKER,1427000,1275000,296000,1571000
2023,District of Oak Bay,09-3332-00,V8R 5X6,,1939 MONTEITH,1235000,1211000,149000,1360000
2023,District of Oak Bay,09-3333-00,V8R 5X6,,1925 MONTEITH,1271000,1210000,195000,1405000
2023,District of Oak Bay,09-3334-00,V8R 5X6,,1909 MONTEITH,1322000,1210000,227000,1437000
2023,District of Oak Bay,09-3335-00,V8R 5X6,,1897 MONTEITH,1287000,1214000,210000,1424000
2023,District of Oak Bay,09-3336-00,V8R 5X6,,1883 MONTEITH,1321000,1210000,265000,1475000
2023,District of Oak Bay,09-3337-00,V8R 5X6,,1871 MONTEITH,1256000,1210000,180000,1390000
2023,District of Oak Bay,09-3338-00,V8R 5X6,,1859 MONTEITH,1485000,1210000,395000,1605000
2023,District of Oak Bay,09-3339-00,V8R 2C8,,2646 ANSCOMB,1787000,1715000,246000,1961000
2023,District of Oak Bay,09-3350-00,V8S 4Z4,,533 TRANSIT,1807000,1482000,623000,2105000
2023,District of Oak Bay,09-3351-00,V8S 4Z4,,519 TRANSIT,2820000,1622000,1794000,3416000
2023,District of Oak Bay,09-3352-00,V8S 4Z4,,513 TRANSIT,1811000,1743000,423000,2166000
2023,District of Oak Bay,09-3353-00,V8S 2M5,,468 BEACH,2077000,1892000,488000,2380000
2023,District of Oak Bay,09-3353-00,V8S 2M5,,468 BEACH,2077000,1892000,488000,2380000
2023,District of Oak Bay,09-3354-00,V8S 2M5,,472 BEACH,1964000,1770000,517000,2287000
2023,District of Oak Bay,09-3355-00,V8S 2M5,,480 BEACH,2498000,1791000,1144000,2935000
2023,District of Oak Bay,09-3356-00,V8S 2M5,,488 BEACH,1733000,1794000,208000,2002000
2023,District of Oak Bay,09-3357-00,V8S 2M5,,494 BEACH,2110000,1774000,667000,2441000
2023,District of Oak Bay,09-3359-00,V8R 1G2,, CALVERT,378000,442000,0,442000
2023,District of Oak Bay,09-3360-00,V8R 1G2,, CALVERT,340000,398000,0,398000
2023,District of Oak Bay,09-3361-00,V8R 1G2,, CALVERT,358000,419000,0,419000
2023,District of Oak Bay,09-3362-00,V8R 1G2,, CALVERT,311000,364000,0,364000
2023,District of Oak Bay,09-3366-00,V8S 4Z4,,521 TRANSIT,2267000,1347000,1394000,2741000
2023,District of Oak Bay,09-3367-00,V8S 4Z4,,525 TRANSIT,1995000,1233000,1103000,2336000
2023,District of Oak Bay,09-3373-00,V8R 2H5,,2399 DALHOUSIE,1579000,1396000,330000,1726000
2023,District of Oak Bay,09-3374-00,V8R 2H5,,2415 DALHOUSIE,1419000,1388000,162000,1550000
2023,District of Oak Bay,09-3375-00,V8R 2H5,,2423 DALHOUSIE,1418000,1391000,181000,1572000
2023,District of Oak Bay,09-3376-00,V8R 5X9,,2180 MUSGRAVE,1633000,1517000,252000,1769000
2023,District of Oak Bay,09-3377-00,V8R 5X9,,2156 MUSGRAVE,1505000,1438000,197000,1635000
2023,District of Oak Bay,09-3378-00,V8R 5H7,,2417 CADBORO BAY,1165000,1111000,164000,1275000
2023,District of Oak Bay,09-3379-00,T1W 2R7,,2338 DALHOUSIE,1541000,1551000,151000,1702000
2023,District of Oak Bay,09-3380-00,V8R 2H6,,2354 DALHOUSIE,1388000,1446000,1581000,3027000
2023,District of Oak Bay,09-3381-00,V8R 2H6,,2368 DALHOUSIE,2627000,1446000,1514000,2960000
2023,District of Oak Bay,09-3382-00,V8R 2H6,,2386 DALHOUSIE,1894000,1446000,635000,2081000
2023,District of Oak Bay,09-3383-00,V8R 2H6,,2400 DALHOUSIE,1789000,1446000,503000,1949000
2023,District of Oak Bay,09-3384-00,V8R 2H6,,2414 DALHOUSIE,1455000,1446000,141000,1587000
2023,District of Oak Bay,09-3385-00,V8R 2H6,,2428 DALHOUSIE,1543000,1446000,221000,1667000
2023,District of Oak Bay,09-3386-00,V8R 2H6,,2440 DALHOUSIE,1544000,1479000,211000,1690000
2023,District of Oak Bay,09-3387-00,V8Z 1E8,,2462 DALHOUSIE,787000,908000,0,908000
2023,District of Oak Bay,09-3388-00,V8Z 1E8,, DALHOUSIE,628000,735000,0,735000
2023,District of Oak Bay,09-3389-00,V8Z 1E8,, DALHOUSIE,650000,760000,0,760000
2023,District of Oak Bay,09-3390-00,V8S 2P7,,2107 MCLAREN,1672000,1150000,656000,1806000
2023,District of Oak Bay,09-3391-01,V8S 4L6,,595 FALKLAND,1362000,1143000,334000,1477000
2023,District of Oak Bay,09-3391-01,V8S 4L6,,595 FALKLAND,1362000,1143000,334000,1477000
2023,District of Oak Bay,09-3391-02,V8S 4L6,,585 FALKLAND,1397000,1143000,377000,1520000
2023,District of Oak Bay,09-3392-00,V8S 2P7,,2113 MCLAREN,1630000,1327000,446000,1773000
2023,District of Oak Bay,09-3393-00,V8S 2P7,,2119 MCLAREN,1369000,1327000,143000,1470000
2023,District of Oak Bay,09-3394-00,V8S 2P7,,2123 MCLAREN,1369000,1327000,142000,1469000
2023,District of Oak Bay,09-3395-00,V8S 2P7,,2131 MCLAREN,1683000,1548000,255000,1803000
2023,District of Oak Bay,09-3396-00,V8S 2P7,,2135 MCLAREN,2970000,1549000,1751000,3300000
2023,District of Oak Bay,09-3398-00,V8S 3G3,,2048 GRANITE,1214000,1110000,286000,1396000
2023,District of Oak Bay,09-3399-00,V8S 3G3,,2052 GRANITE,1165000,1110000,162000,1272000
2023,District of Oak Bay,09-3400-00,V8S 3G3,,2056 GRANITE,1175000,1110000,174000,1284000
2023,District of Oak Bay,09-3402-00,V8S 4R2,,1444 MITCHELL,1392000,1198000,306000,1504000
2023,District of Oak Bay,09-3404-00,V8R 5X1,,1523 YORK,1145700,1163000,98600,1261600
2023,District of Oak Bay,09-3405-00,V8R 1H2,,2364 OAK BAY,1231000,1079000,277000,1356000
2023,District of Oak Bay,09-3407-01,V8R 1H2,,2376 OAK BAY,1869000,1483000,595000,2078000
2023,District of Oak Bay,09-3408-00,V8R 1H2,,2390 OAK BAY,2286000,1881000,631000,2512000
2023,District of Oak Bay,09-3409-00,V8R 5X8,,1532 PROSPECT,2105000,2106000,196000,2302000
2023,District of Oak Bay,09-3410-00,V8R 5X1,, YORK,19500,21400,0,21400
2023,District of Oak Bay,09-3411-00,V8R 5X8,,1542 PROSPECT,1994000,1913000,275000,2188000
2023,District of Oak Bay,09-3412-00,V8R 5X1,, YORK,19500,21400,0,21400
2023,District of Oak Bay,09-3413-00,V8R 5X1,,1535 YORK,1807000,1785000,181000,1966000
2023,District of Oak Bay,09-3414-00,V8R 5X1,,1545 YORK,1769000,1784000,141000,1925000
2023,District of Oak Bay,09-3415-00,V8S 1Y1,,2159 GUERNSEY,1167900,1184000,70000,1254000
2023,District of Oak Bay,09-3416-00,V8S 2P5,,2163 GUERNSEY,1283000,1193000,182000,1375000
2023,District of Oak Bay,09-3417-00,V8S 2P5,,2167 GUERNSEY,1223000,1193000,115000,1308000
2023,District of Oak Bay,09-3418-00,V9B 1E1,,2175 GUERNSEY,1220000,1193000,113000,1306000
2023,District of Oak Bay,09-3419-00,V8S 2P5,,2179 GUERNSEY,1296000,1193000,178000,1371000
2023,District of Oak Bay,09-3420-00,V8S 2P5,,2183 GUERNSEY,1242000,1193000,142000,1335000
2023,District of Oak Bay,09-3421-00,V8P 4J8,,2187 GUERNSEY,1197500,1194000,89100,1283100
2023,District of Oak Bay,09-3422-00,V8S 2P5,,2195 GUERNSEY,1248000,1194000,142000,1336000
